Unnamed: 0,realSum,room_type,room_private,person_capacity,host_is_superhost,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index_norm,rest_index_norm
1014,162.21396349017135,Entire home/apt,False,4.0,False,9.0,94.0,1,3.8536307291298497,0.8923771087831638,6.024193375808372,2.5901470329163345
1015,362.2934343080196,Entire home/apt,False,6.0,False,9.0,95.0,2,2.619763740274299,0.0668385764984419,6.634955451475788,3.37786450737748
1016,186.52268424374168,Entire home/apt,False,5.0,True,10.0,94.0,2,2.318481003578193,0.2862923076617858,7.44715144711787,4.031431541007642
1017,169.22609447677817,Entire home/apt,False,2.0,False,9.0,88.0,0,2.7828012875499293,0.2918985220304238,7.117768164469496,3.7170439076398094
1018,146.3197999205292,Private room,True,3.0,False,9.0,94.0,1,4.482258894147,1.273538168017708,3.9238595049413023,2.025438635685958
1019,247.060748428114,Entire home/apt,False,4.0,False,9.0,92.0,2,3.067568622503068,0.2689635487353067,7.450999605223306,3.475239941986344
1020,255.00783021293503,Private room,True,4.0,False,10.0,91.0,2,5.708187245186855,0.1834557216926396,9.265061753969924,1.9563821407195991
1021,266.6947151906131,Entire home/apt,False,6.0,True,10.0,96.0,2,2.063935040636405,0.5736464099495209,8.278340214619337,4.18075427456753
1022,202.6505855129374,Entire home/apt,False,4.0,False,10.0,84.0,1,3.6906543867953614,1.032602923183493,6.184982438009076,2.720495476518258
1023,174.60206156651006,Entire home/apt,False,2.0,False,10.0,98.0,0,3.6664593134783368,1.0156104954548042,6.21760702964995,2.7406166321700303
1024,174.60206156651006,Entire home/apt,False,2.0,False,10.0,97.0,0,3.762620969888551,0.9400683226349896,6.064947179975111,2.6523174694637817
1025,174.60206156651006,Entire home/apt,False,2.0,False,10.0,99.0,0,3.6451380332583634,0.9942705094694992,6.212432166924511,2.7556193373079085
1026,174.60206156651006,Entire home/apt,False,2.0,False,10.0,95.0,0,3.738880660184917,0.9203636002465072,6.004292093857939,2.656297260191109
1027,104.2470140008882,Private room,True,2.0,False,10.0,98.0,1,3.032090216471578,0.5957604424519266,7.336409841902633,3.425079513143464
1028,525.2086108968516,Entire home/apt,False,6.0,False,10.0,98.0,3,1.6865528680746773,0.6526916795086115,10.213182807768876,5.024570501105054
1029,147.0210130191899,Private room,True,2.0,False,10.0,97.0,0,2.2734678733418607,0.3592136604402086,7.380046188203861,3.8711147608769303
1030,273.4731084776664,Entire home/apt,False,6.0,True,10.0,95.0,1,4.869208319888274,0.3889798565477884,4.190590878109435,1.8051758122239767
1031,372.1104176892691,Entire home/apt,False,6.0,True,10.0,97.0,2,4.86919570725721,0.3889666011544394,4.190598897238714,1.8051800968376053
1032,76.665965453568,Shared room,False,2.0,False,9.0,93.0,1,2.472338503262274,0.118364361550859,8.08544680494804,4.140847390906711
1033,238.87992894373932,Entire home/apt,False,4.0,False,10.0,93.0,1,7.371590770702584,1.7235229693605671,4.786814150452842,1.3463778005561915
1034,188.62632353972373,Entire home/apt,False,4.0,False,10.0,99.0,1,3.653728897290075,1.0101072416566554,6.119852163914695,2.729479606429705
1035,188.62632353972373,Entire home/apt,False,4.0,False,9.0,90.0,1,3.773203121036046,0.8850640897952966,5.9621581208781205,2.6289649971008084
1036,188.62632353972373,Entire home/apt,False,4.0,False,10.0,96.0,1,3.773896305009235,0.932973142256788,6.058653294689259,2.6444557141495064
1037,188.62632353972373,Entire home/apt,False,4.0,False,10.0,94.0,1,3.6165735274795896,0.9659817561703996,6.234661273545219,2.787633104545144
1038,206.62412640534797,Entire home/apt,False,2.0,False,10.0,96.0,0,2.619777315143052,0.0668548786536196,6.63490259457879,3.377837869621521
1039,260.85127270177406,Entire home/apt,False,4.0,True,9.0,93.0,1,3.157339164404483,0.1833847443383875,5.414205034774852,2.5355692854820577
1040,150.76081621204685,Private room,True,2.0,False,10.0,100.0,1,6.605230257565993,0.1799600028746612,4.100888669060533,1.438334753304308
1041,139.30766893392237,Private room,True,2.0,False,10.0,95.0,1,2.7177675891558115,0.2031012999173822,6.92920817121344,3.565028304149186
1042,463.9693336138186,Entire home/apt,False,4.0,False,10.0,100.0,2,7.867342279920792,0.6957915406979414,3.119691702266,1.1716038053830786
1043,215.9736343874904,Entire home/apt,False,2.0,False,9.0,93.0,0,2.619756072292659,0.0668531047964408,6.634959101363405,3.377872242933031
